Census year,Block ID,Building address,Area,Name,Business address,Industry (ANZSIC4) code,Sub Theme,Seating type,Number of seats,Longitude,Latitude,Theme,Google Maps Rating
2023,2392,11-41 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Melrose Place NM,15 Melrose Street NORTH MELBOURNE VIC 3051,4512,Takeaway Food,Seats - Indoor,8,144.9414036,-37.79501732,Food & Drink,
2023,246,117 Grattan Street CARLTON VIC 3053,Carlton,Shooter McGavins,117 Grattan Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,12,144.965624,-37.8008,Food & Drink,
2023,13,381-387 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Tavistock House Cafe,"Shop 1, 381 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,40,144.9613891,-37.8182509,Food & Drink,
2023,14,292-298 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Sehion,298 Flinders Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,5,144.9643548,-37.81807242,Food & Drink,
2023,15,Punt Hill Apartments 267-275 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Seedling Cafe,275 Flinders Lane MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,8,144.9654761,-37.81710293,Food & Drink,
2023,15,250-254 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Metro Burgers,12 Degraves Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,24,144.9659971,-37.81751938,Food & Drink,
2023,15,31-41 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Subway,"Shop 3, Ground 37 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,33,144.9667043,-37.81674246,Food & Drink,
2023,17,10-20 Oliver Lane MELBOURNE VIC 3000,Melbourne (CBD),Bowery To Williamsburg,12 Oliver Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9703018,-37.81614217,Food & Drink,
2023,25,30-44 Manchester Lane MELBOURNE VIC 3000,Melbourne (CBD),Ginger Olive Restaurant and Grill,"Shop 2, Ground 234 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.9661998,-37.81642162,Food & Drink,
2023,28,11 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Mamasita,Level 1 11 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,72,144.9734612,-37.81376862,Food & Drink,
2023,28,Collins Tower 25-45 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Atrium on 35,Part Level 35 35 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.9726256,-37.81430518,Food & Drink,
2023,28,Collins Place 45 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Kenzan Japanese Restaurant,"Shop 54-55, 45 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.9726256,-37.81430518,Food & Drink,
2023,31,585-587 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Viet Boy 1996,Ground 585 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9554429,-37.81786689,Food & Drink,
2023,33,446-452 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Oli & Levi,"Unit 2A, Ground 446-452 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Indoor,5,144.9594432,-37.81730452,Food & Drink,
2023,33,457-469 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Terrace Deli,Part Ground 459 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,82,144.95955,-37.81660736,Food & Drink,
2023,34,335-349 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Seedling Cafe,349 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9633005,-37.81557752,Food & Drink,
2023,34,363-367 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Da Guido 365,"Unit 1, Ground 365 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.9628116,-37.81581715,Food & Drink,
2023,34,107-113 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Mork Chocolate,20 Equitable Place MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Outdoor,6,144.9635369,-37.81573295,Food & Drink,
2023,36,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafenatics,"Shop 8, 162 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Outdoor,2,144.9678477,-37.81450292,Food & Drink,
2023,37,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Maverick Coffee And Food,95 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9706863,-37.81363931,Food & Drink,
2023,38,39-41 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Lupino,Ground 41 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9723924,-37.8127995,Food & Drink,
2023,38,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Exchange,9-11 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9731824,-37.81259964,Food & Drink,
2023,44,382 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Ninetys,Part Ground 382 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.9619481,-37.81556022,Food & Drink,
2023,45,Royal Arcade 331-339 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Caffe E Torta,314 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9639641,-37.81438774,Food & Drink,
2023,46,143-153 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Simpsons Chips & Burgers,143 Russell Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,8,144.9679681,-37.81310953,Food & Drink,
2023,47,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Rolld Southern Cross Lane,"Shop W4, 5 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,144.9701094,-37.81281419,Food & Drink,
2023,48,45-49 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Sempre Melbourne,49 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9719062,-37.81197511,Food & Drink,
2023,48,87-91 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Panini Bar,150 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Outdoor,4,144.9709028,-37.81223395,Food & Drink,
2023,48,87-91 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Sal's Authentic New York Pizza,148 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,8,144.9709028,-37.81223395,Food & Drink,
2023,48,136-144 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Black Velvet Espresso,Part Ground 136 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,14,144.9711073,-37.81240243,Food & Drink,
2023,48,68-70 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cherry Bar,68-70 Little Collins Street MELBOURNE VIC 3000,4520,Bars and Pubs,Seats - Indoor,60,144.9713311,-37.81284125,Food & Drink,
2023,48,34-60 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Soi 38,Shop 34 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9719618,-37.81237405,Food & Drink,
2023,51,179 King Street MELBOURNE VIC 3000,Melbourne (CBD),Woodo,179 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9552052,-37.81596555,Food & Drink,4.6
2023,51,185 King Street MELBOURNE VIC 3000,Melbourne (CBD),King Jons,185 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9551504,-37.81584115,Food & Drink,
2023,51,189-195 King Street MELBOURNE VIC 3000,Melbourne (CBD),Ssam Korean Bbq,189-191 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.9550814,-37.81569588,Food & Drink,
2023,51,NEO 200 Apartments 182-200 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Hey Tea,"Shop 5, 200 Spencer Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Outdoor,8,144.9532988,-37.81625435,Food & Drink,
2023,53,163-173 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Namoo,Ground 163 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9602242,-37.81467981,Food & Drink,
2023,54,27-31 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Dari Korean Cafe And Bar,Ground 29 Hardware Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.9612666,-37.81398767,Food & Drink,
2023,54,393-397 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mumchan,"Shop 2, 395 Little Bourke Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Indoor,9,144.9612043,-37.81385117,Food & Drink,
2023,55,314-336 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Brunetti Myer Melbourne,Part Level 3 314-336 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,99,144.9638271,-37.81344773,Food & Drink,
2023,56,Kmart Centre 222-244 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Grand BBQ,"Shop 6, 236 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9662781,-37.8127357,Food & Drink,
2023,56,202-204 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Panda BBQ,Level 2 202-204 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,140,144.967176,-37.81265437,Food & Drink,
2023,56,194-200 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Tiger Tea,"Shop 21, 194-200 Bourke Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Indoor,9,144.967269,-37.81241904,Food & Drink,
2023,57,98 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Isan Soul Thai Street Food,98 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9701689,-37.81195259,Food & Drink,
2023,57,173-175 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Happy Lamb Hot Pot,173-175 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9700492,-37.81158763,Food & Drink,
2023,58,Florentino Restaurant 78-84 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Grossi Florentino,Florentino Restaurant 78-84 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,54,144.9708464,-37.81173059,Food & Drink,
2023,58,10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Butchers Diner And Spring Street Events,Ground 10 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9725555,-37.81123569,Food & Drink,
2023,58,10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Butchers Diner And Spring Street Events,Ground 10 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9725555,-37.81123569,Food & Drink,
2023,58,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Imperial Hotel,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,4520,Bars and Pubs,Seats - Outdoor,68,144.9726756,-37.81120077,Food & Drink,
2023,58,166-172 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Arlechin,"Tenancy 3-4, Ground 168 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9707339,-37.81151605,Food & Drink,
2023,58,37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Daughter In Law,Ground 37-41 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9715059,-37.81083601,Food & Drink,
2023,62,189-203 William Street MELBOURNE VIC 3000,Melbourne (CBD),Tahini Lebanese Diner,"Shop 1-2, LwrGround 518 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,126,144.9570652,-37.8146458,Food & Drink,
2023,63,207-213 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Sool Tong,207 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9599066,-37.81386712,Food & Drink,
2023,63,207-213 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Gasthaus On Queen,211-213 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9599066,-37.81386712,Food & Drink,
2023,63,221-231 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Queensmith Baretto,"Shop 4, Ground 221 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9597518,-37.81355872,Food & Drink,
2023,63,221-231 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Ho's Cafe,"Shop 1, Ground 221 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9597518,-37.81355872,Food & Drink,
2023,64,59-61 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Miznon,59-61 Hardware Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.960973,-37.81338317,Food & Drink,
2023,64,75-77 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Amigos Hardware Lane,Lower & Upper Ground 75-77 Hardware Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9608667,-37.81314339,Food & Drink,
2023,64,377-381 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Crust Gourmet Pizza Bar Melbourne,38 Niagara Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.9614545,-37.81287947,Food & Drink,
2023,64,394-400 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spud Bar Little Bourke,Part Ground 394-400 Little Bourke Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,16,144.9609003,-37.81365654,Food & Drink,
2023,65,258-264 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Beast CBD,Part Gnd & Bmt 231 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9648399,-37.81252417,Food & Drink,
2023,65,273 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),New Taipei,273 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,56,144.9645322,-37.81185958,Food & Drink,
2023,66,197 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Tsindos Greek Restaurant,Gnd & Flr1 197 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9665764,-37.81128491,Food & Drink,
2023,67,113 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Seamstress,113 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9690111,-37.81056534,Food & Drink,
2023,67,112-114 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Shanghai Village,112-114 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,180,144.9690759,-37.81124603,Food & Drink,
2023,67,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sichuan Impression,150 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9679606,-37.81133822,Food & Drink,
2023,67,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Ishiya Stonegrill,152 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9679606,-37.81133822,Food & Drink,
2023,71,244-262 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Paik__ Bibim,Part 262 Spencer Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9526854,-37.81445228,Food & Drink,
2023,72,552-554 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),YOONS KITCHEN,Ground 552 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9558776,-37.81385068,Food & Drink,
2023,74,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gypsy & Pig,"Shop 3, 391 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9603413,-37.81187404,Food & Drink,
2023,76,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Meet Fresh QV,24 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.9657251,-37.81067862,Food & Drink,
2023,76,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),HANAICHI QV,13-15 QV Square MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,25,144.9657251,-37.81067862,Food & Drink,
2023,76,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Chunkytown QV,28-32 QV Urban Market MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,30,144.9657251,-37.81067862,Food & Drink,
2023,77,166-170 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sulbing Dessert Bar,Ground 168 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9673695,-37.81056736,Food & Drink,
2023,77,270 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Melbourne Whisky Room,Level 1 270A Russell Street MELBOURNE VIC 3000,4520,Bars and Pubs,Seats - Indoor,45,144.967164,-37.81011058,Food & Drink,
2023,78,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bluebag,"Shop 11-11A, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,18,144.970729,-37.80919615,Food & Drink,
2023,78,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bluebag,"Shop 11-11A, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.970729,-37.80919615,Food & Drink,
2023,78,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Goz City,"Shop 6, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.970729,-37.80919615,Food & Drink,
2023,78,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Lonsdale larder,"Shop 16, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,38,144.970729,-37.80919615,Food & Drink,
2023,78,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Roll'd Lonsdale Street,"Shop 9, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,13,144.970729,-37.80919615,Food & Drink,
2023,78,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Shuji Sushi,"Shop 8, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.970729,-37.80919615,Food & Drink,
2023,81,"Building A, Sir William Angliss Centre 555 La Trobe Street MELBOURNE VIC 3000",Melbourne (CBD),Cafe 555,"Shop 1, Ground 555 La Trobe Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,15,144.9527024,-37.81330522,Food & Drink,
2023,82,479-495 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Upstanding Citizens,Part Ground South Tower 485 La Trobe Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9549226,-37.81270724,Food & Drink,
2023,85,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Ajisen Ramen,"Shop 13, Ground 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,122,144.9628389,-37.81090175,Food & Drink,
2023,85,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Frozen by a Thousand Blessings,"Shop 209A, 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,21,144.9628389,-37.81090175,Food & Drink,
2023,85,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Makoto Melbourne Central,"Shop 239, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9628389,-37.81090175,Food & Drink,
2023,85,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Menya Ramen,"Shop 146A, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Outdoor,8,144.9628389,-37.81090175,Food & Drink,
2023,85,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Omi Melbourne Central,"Shop 149, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,8,144.9628389,-37.81090175,Food & Drink,
2023,85,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Urban Fox,"Kiosk 10, Ground 300 Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Indoor,16,144.9628389,-37.81090175,Food & Drink,
2023,85,281-287 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Bornga,Level 1 258 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9643589,-37.81143183,Food & Drink,
2023,85,335-347 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),The Bagel Shop,"Shop 1, Ground 335-347 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.9637508,-37.81036462,Food & Drink,
2023,104,419 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Biang Biang Elizabeth,419 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9604895,-37.80911593,Food & Drink,
2023,104,437-439 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Menya Ramen,Ground 437-439 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9602381,-37.80880977,Food & Drink,
2023,105,427-457 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),The Vine Coffee Roasters,"Tenancy 11, Level 2 435-457 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.9626891,-37.80826398,Food & Drink,
2023,113,507-523 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Meet Sando,507 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9576272,-37.80783257,Food & Drink,
2023,114,452-468 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,462 Queen Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Outdoor,2,144.9584857,-37.8078699,Food & Drink,
2023,131,18-38 Siddeley Street DOCKLANDS VIC 3008,Docklands,Man Mo @ Wtc,"Shop 13-15, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,150,144.9538159,-37.82274655,Food & Drink,
2023,205,114-152 Grattan Street CARLTON VIC 3053,Carlton,Nene Chicken,"Shop E, Ground 700 Swanston Street CARLTON VIC 3053",4512,Takeaway Food,Seats - Indoor,8,144.9648066,-37.79997346,Food & Drink,
2023,206,277 Lygon Street CARLTON VIC 3053,Carlton,Cyrus Artlounge,277 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,22,144.9669165,-37.79901841,Food & Drink,4.9
2023,216,348 Drummond Street CARLTON VIC 3053,Carlton,Vincent The Dog,348 Drummond Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,37,144.9692674,-37.79777657,Food & Drink,
2023,217,313-315 Drummond Street CARLTON VIC 3053,Carlton,Masani Italian Dining & Terrace,313-315 Drummond Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9684924,-37.79837968,Food & Drink,
2023,217,171-175 Elgin Street CARLTON VIC 3053,Carlton,Ballers Clubhouse,171-175 Elgin Street CARLTON VIC 3053,4520,Bars and Pubs,Seats - Indoor,300,144.9687075,-37.79750606,Food & Drink,
2023,218,326-328 Lygon Street CARLTON VIC 3053,Carlton,DOC Espresso,Gnd & Flr1 326 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.9674737,-37.79932154,Food & Drink,4
2023,218,292 Lygon Street CARLTON VIC 3053,Carlton,Divine Darbar Indian Restaurant and Bar,292 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,89,144.9673326,-37.80013983,Food & Drink,4.6
2023,243,723-741 Swanston Street CARLTON VIC 3053,Carlton,The Dumplings & Tea Co,"Room G25, Pt Ground 723 Swanston Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Outdoor,19,144.9633935,-37.80087544,Food & Drink,
2023,245,251-257 Cardigan Street CARLTON VIC 3053,Carlton,Domino's Pizza,"Shop 2, Ground 121 Grattan Street CARLTON VIC 3053",4512,Takeaway Food,Seats - Outdoor,10,144.9651041,-37.80077073,Food & Drink,
2023,245,680-682 Swanston Street CARLTON VIC 3053,Carlton,Colourful Yunnan Restaurant,680-682 Swanston Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9642369,-37.80062735,Food & Drink,
2023,246,169 Lygon Street CARLTON VIC 3053,Carlton,Stuzzichino,Ground 169 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,24,144.9664578,-37.80171769,Food & Drink,4.4
2023,246,193 Lygon Street CARLTON VIC 3053,Carlton,Good Measure Melbourne,193 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,42,144.9665049,-37.80109577,Food & Drink,4.5
2023,256,599-605 Swanston Street CARLTON VIC 3053,Carlton,Adozen Adozen,188 Queensberry Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9627823,-37.80429627,Food & Drink,
2023,257,100-106 Leicester Street CARLTON VIC 3053,Carlton,Mofo Burgers,Ground 100 Leicester Street CARLTON VIC 3053,4512,Takeaway Food,Seats - Indoor,37,144.9608578,-37.80370837,Food & Drink,
2023,257,163 Pelham Street CARLTON VIC 3053,Carlton,Momo Sushi,163 Pelham Street CARLTON VIC 3053,4512,Takeaway Food,Seats - Indoor,12,144.961131,-37.80239893,Food & Drink,
